product_name,image_link,rating,price,number_of_ratings,product_link,price_before_discount,brand,operating_system,RAM,CPU,storage,screen_size,cellular_technology,model_name,cpu_model,available_colors
"Mate40 Pro Unlocked SmartPhone, 5.45"" HD Full Screen 3G Cell Phones with Dual-Core CPU Dual SIM Card Front Rear Dual Cameras Support Face Recognition 128GB Expandable Storage,for 6.0 Operating System",https://m.media-amazon.com/images/I/7175D+LUdAS._AC_UL320_.jpg,2.8 out of 5 stars,58.94,24,/SmartPhone-Dual-Core-Recognition-Expandable-Operating/dp/B08XB5WP5H/ref=sr_1_4460?dib=eyJ2IjoiMSJ9.dKVzlSS7gYHu0kbBFc_eDo2UhZl34bueAJyskTLDrzLsk3C9R_t36i0rWkGJz6ihm9haCFcPlwaSNURqw87ptbYOBc-PpGIoOcjlfI3RuZQFMVit_aUHTlI-ZyhTOYqG_p40bCQSBWOTlg-qnVTws7r1Ya6fAj98mPq9CKFF5n0KZpQdmHcR4DQAGSmQIWvz1MXXMAWiGjexwYtoKaOg2kxbfx_NG4YVqWBWlsgfc0aBJ5z4-APryqyuHcYyUGLkYF7Y_ztlm94OUajRrVMldX-raXQ71VC42KZrYqEsx5s.UyYGGPlxXmB5-B1MJ64GEgV7b4jQ6sunXm7V_HuDaGc&dib_tag=se&qid=1725929997&s=wireless&sr=1-4460,,VBESTLIFE,Android 6.0,,,8 GB,5.5 Inches,3G,Mate 40 Pro,,
"Samsung Galaxy S20 5G Factory Unlocked Android Smartphone SM-G981U US Version | Fingerprint ID & Facial Recognition | Long-Lasting Battery (Cloud Blue, 128GB)",https://m.media-amazon.com/images/I/71vaN3F+ZvL._AC_UL320_.jpg,5.0 out of 5 stars,579.97,3,/Samsung-Smartphone-Fingerprint-Recognition-Long-Lasting/dp/B08B8YGD2T/ref=sr_1_4461?dib=eyJ2IjoiMSJ9.dKVzlSS7gYHu0kbBFc_eDo2UhZl34bueAJyskTLDrzLsk3C9R_t36i0rWkGJz6ihm9haCFcPlwaSNURqw87ptbYOBc-PpGIoOcjlfI3RuZQFMVit_aUHTlI-ZyhTOYqG_p40bCQSBWOTlg-qnVTws7r1Ya6fAj98mPq9CKFF5n0KZpQdmHcR4DQAGSmQIWvz1MXXMAWiGjexwYtoKaOg2kxbfx_NG4YVqWBWlsgfc0aBJ5z4-APryqyuHcYyUGLkYF7Y_ztlm94OUajRrVMldX-raXQ71VC42KZrYqEsx5s.UyYGGPlxXmB5-B1MJ64GEgV7b4jQ6sunXm7V_HuDaGc&dib_tag=se&qid=1725929997&s=wireless&sr=1-4461,,SAMSUNG,android,,,128 GB,2 Inches,5G,Galaxy S20 5G,,
"Samsung Galaxy Note 10+ Plus 512GB with S Pen Aura Black (Factory Unlocked for GSM & CDMA, 6.8 Inch Display, U.S. Warranty) SM-N975UZKAXAA",https://m.media-amazon.com/images/I/51AaL25KCAL._AC_UL320_.jpg,4.1 out of 5 stars,649.97,32,/Samsung-Factory-Unlocked-Warranty-SM-N975UZKAXAA/dp/B0812BQRZK/ref=sr_1_4462?dib=eyJ2IjoiMSJ9.dKVzlSS7gYHu0kbBFc_eDo2UhZl34bueAJyskTLDrzLsk3C9R_t36i0rWkGJz6ihm9haCFcPlwaSNURqw87ptbYOBc-PpGIoOcjlfI3RuZQFMVit_aUHTlI-ZyhTOYqG_p40bCQSBWOTlg-qnVTws7r1Ya6fAj98mPq9CKFF5n0KZpQdmHcR4DQAGSmQIWvz1MXXMAWiGjexwYtoKaOg2kxbfx_NG4YVqWBWlsgfc0aBJ5z4-APryqyuHcYyUGLkYF7Y_ztlm94OUajRrVMldX-raXQ71VC42KZrYqEsx5s.UyYGGPlxXmB5-B1MJ64GEgV7b4jQ6sunXm7V_HuDaGc&dib_tag=se&qid=1725929997&s=wireless&sr=1-4462,,SAMSUNG,Android 9.0,,2.84 GHz,512 GB,6.8 Inches,GSM,Galaxy Note 10 Plus,,
"Samsung Galaxy S20 (SM-G980F/DS), Dual SIM LTE, International Version (No US Warranty), 128GB, Cloud Gray - GSM Unlocked",https://m.media-amazon.com/images/I/61oaJNyp4eL._AC_UL320_.jpg,3.9 out of 5 stars,000,151,/Samsung-SM-G980F-Display-Unlocked-International/dp/B085F3QSPQ/ref=sr_1_4463?dib=eyJ2IjoiMSJ9.dKVzlSS7gYHu0kbBFc_eDo2UhZl34bueAJyskTLDrzLsk3C9R_t36i0rWkGJz6ihm9haCFcPlwaSNURqw87ptbYOBc-PpGIoOcjlfI3RuZQFMVit_aUHTlI-ZyhTOYqG_p40bCQSBWOTlg-qnVTws7r1Ya6fAj98mPq9CKFF5n0KZpQdmHcR4DQAGSmQIWvz1MXXMAWiGjexwYtoKaOg2kxbfx_NG4YVqWBWlsgfc0aBJ5z4-APryqyuHcYyUGLkYF7Y_ztlm94OUajRrVMldX-raXQ71VC42KZrYqEsx5s.UyYGGPlxXmB5-B1MJ64GEgV7b4jQ6sunXm7V_HuDaGc&dib_tag=se&qid=1725929997&s=wireless&sr=1-4463,,SAMSUNG,android,12 GB,,8 GB,6.2 Inches,LTE,Galaxy S20,,
"Motorola Moto E6 Plus XT2025-1 6.1"" 32GB Dual SIM GSM Unlocked Smartphone, MediaTek Helio P22, 2GB RAM, Dual (13MP+2MP) Rear + 8MP Front Camera, Android 9.0 Pie, Polished Graphite",https://m.media-amazon.com/images/I/61yJwsgZOEL._AC_UL320_.jpg,3.9 out of 5 stars,000,237,/Motorola-3000mAh-Removable-Unlocked-XT2025-1/dp/B07WX5WPCP/ref=sr_1_4464?dib=eyJ2IjoiMSJ9.dKVzlSS7gYHu0kbBFc_eDo2UhZl34bueAJyskTLDrzLsk3C9R_t36i0rWkGJz6ihm9haCFcPlwaSNURqw87ptbYOBc-PpGIoOcjlfI3RuZQFMVit_aUHTlI-ZyhTOYqG_p40bCQSBWOTlg-qnVTws7r1Ya6fAj98mPq9CKFF5n0KZpQdmHcR4DQAGSmQIWvz1MXXMAWiGjexwYtoKaOg2kxbfx_NG4YVqWBWlsgfc0aBJ5z4-APryqyuHcYyUGLkYF7Y_ztlm94OUajRrVMldX-raXQ71VC42KZrYqEsx5s.UyYGGPlxXmB5-B1MJ64GEgV7b4jQ6sunXm7V_HuDaGc&dib_tag=se&qid=1725929997&s=wireless&sr=1-4464,,Motorola,Android 9.0,2 GB,2E+3 MHz,32 GB,6.1 Inches,"4G, 3G, 2G",Moto E6 Plus,,Graphite
Kyocera DuraForce Pro E6820 Military Grade Rugged Smartphone for AT&T (Renewed),https://m.media-amazon.com/images/I/713f0hOvlIL._AC_UL320_.jpg,2.8 out of 5 stars,138.94,83,/Kyocera-DuraForce-Smartphone-Certified-Refurbished/dp/B07C58S2JG/ref=sr_1_4465?dib=eyJ2IjoiMSJ9.dKVzlSS7gYHu0kbBFc_eDo2UhZl34bueAJyskTLDrzLsk3C9R_t36i0rWkGJz6ihm9haCFcPlwaSNURqw87ptbYOBc-PpGIoOcjlfI3RuZQFMVit_aUHTlI-ZyhTOYqG_p40bCQSBWOTlg-qnVTws7r1Ya6fAj98mPq9CKFF5n0KZpQdmHcR4DQAGSmQIWvz1MXXMAWiGjexwYtoKaOg2kxbfx_NG4YVqWBWlsgfc0aBJ5z4-APryqyuHcYyUGLkYF7Y_ztlm94OUajRrVMldX-raXQ71VC42KZrYqEsx5s.UyYGGPlxXmB5-B1MJ64GEgV7b4jQ6sunXm7V_HuDaGc&dib_tag=se&qid=1725929997&s=wireless&sr=1-4465,,KYOCERA,google_android,3 GB,"1.2, 1.5 GHz",32 GB,5 Inches,GSM,DuraForce Pro,,
LG Cosmos 3 VN251S Gray Slider Phone (Verizon Wireless Prepaid),https://m.media-amazon.com/images/I/71DgDxyuPfL._AC_UL320_.jpg,2.5 out of 5 stars,000,56,/LG-Cosmos-Verizon-Wireless-Prepaid/dp/B0106MV3GQ/ref=sr_1_4466?dib=eyJ2IjoiMSJ9.dKVzlSS7gYHu0kbBFc_eDo2UhZl34bueAJyskTLDrzLsk3C9R_t36i0rWkGJz6ihm9haCFcPlwaSNURqw87ptbYOBc-PpGIoOcjlfI3RuZQFMVit_aUHTlI-ZyhTOYqG_p40bCQSBWOTlg-qnVTws7r1Ya6fAj98mPq9CKFF5n0KZpQdmHcR4DQAGSmQIWvz1MXXMAWiGjexwYtoKaOg2kxbfx_NG4YVqWBWlsgfc0aBJ5z4-APryqyuHcYyUGLkYF7Y_ztlm94OUajRrVMldX-raXQ71VC42KZrYqEsx5s.UyYGGPlxXmB5-B1MJ64GEgV7b4jQ6sunXm7V_HuDaGc&dib_tag=se&qid=1725929997&s=wireless&sr=1-4466,,LG,LG UX,,,32 GB,2 Inches,CDMA,Cosmos 3,,
Samsung Galaxy Note 4 N910T 32GB T-mobile 4G LTE Smartphone - White,https://m.media-amazon.com/images/I/41+yur4ZQLL._AC_UL320_.jpg,3.8 out of 5 stars,000,212,/Samsung-Galaxy-N910T-T-mobile-Smartphone/dp/B00NWE8440/ref=sr_1_4467?dib=eyJ2IjoiMSJ9.dKVzlSS7gYHu0kbBFc_eDo2UhZl34bueAJyskTLDrzLsk3C9R_t36i0rWkGJz6ihm9haCFcPlwaSNURqw87ptbYOBc-PpGIoOcjlfI3RuZQFMVit_aUHTlI-ZyhTOYqG_p40bCQSBWOTlg-qnVTws7r1Ya6fAj98mPq9CKFF5n0KZpQdmHcR4DQAGSmQIWvz1MXXMAWiGjexwYtoKaOg2kxbfx_NG4YVqWBWlsgfc0aBJ5z4-APryqyuHcYyUGLkYF7Y_ztlm94OUajRrVMldX-raXQ71VC42KZrYqEsx5s.UyYGGPlxXmB5-B1MJ64GEgV7b4jQ6sunXm7V_HuDaGc&dib_tag=se&qid=1725929997&s=wireless&sr=1-4467,,SAMSUNG,android,3 GB,,32 GB,5.7 Inches,LTE,Galaxy Note 4,,
"Seniors Mobile Phone, SOS 2G Big Button Basic Cell Phones for Elderly, Dual SIM Supported, Speed Dail, Large Volume Flashlight",https://m.media-amazon.com/images/I/6128Hhw7ZHL._AC_UL320_.jpg,5.0 out of 5 stars,29.99,1,/UYGHHK-Seniors-Elderly-Supported-Flashlight/dp/B0D78ZNJM7/ref=sr_1_4468?dib=eyJ2IjoiMSJ9.dKVzlSS7gYHu0kbBFc_eDo2UhZl34bueAJyskTLDrzLsk3C9R_t36i0rWkGJz6ihm9haCFcPlwaSNURqw87ptbYOBc-PpGIoOcjlfI3RuZQFMVit_aUHTlI-ZyhTOYqG_p40bCQSBWOTlg-qnVTws7r1Ya6fAj98mPq9CKFF5n0KZpQdmHcR4DQAGSmQIWvz1MXXMAWiGjexwYtoKaOg2kxbfx_NG4YVqWBWlsgfc0aBJ5z4-APryqyuHcYyUGLkYF7Y_ztlm94OUajRrVMldX-raXQ71VC42KZrYqEsx5s.UyYGGPlxXmB5-B1MJ64GEgV7b4jQ6sunXm7V_HuDaGc&dib_tag=se&qid=1725929997&s=wireless&sr=1-4468,,UYGHHK,Android 4.0,,,2 GB,2.6 Inches,2G,S-MobilePhone,,
"Apple iPhone 15 Pro Max, 256GB, White Titanium - T-Mobile (Renewed Premium)",https://m.media-amazon.com/images/I/31Solq9-fsL._AC_UL320_.jpg,,"1,074.97",,/Apple-iPhone-256GB-White-Titanium/dp/B0CRJGXGYH/ref=sr_1_4469?dib=eyJ2IjoiMSJ9.dKVzlSS7gYHu0kbBFc_eDo2UhZl34bueAJyskTLDrzLsk3C9R_t36i0rWkGJz6ihm9haCFcPlwaSNURqw87ptbYOBc-PpGIoOcjlfI3RuZQFMVit_aUHTlI-ZyhTOYqG_p40bCQSBWOTlg-qnVTws7r1Ya6fAj98mPq9CKFF5n0KZpQdmHcR4DQAGSmQIWvz1MXXMAWiGjexwYtoKaOg2kxbfx_NG4YVqWBWlsgfc0aBJ5z4-APryqyuHcYyUGLkYF7Y_ztlm94OUajRrVMldX-raXQ71VC42KZrYqEsx5s.UyYGGPlxXmB5-B1MJ64GEgV7b4jQ6sunXm7V_HuDaGc&dib_tag=se&qid=1725929997&s=wireless&sr=1-4469,,Apple,iOS,,,256 GB,6.7 Inches,5G,iPhone 15 Pro Max,,
"Unlocked Smart Phones Cell Phone Android Phones 8GB+256GB/6.8"" Display/50MP+24MP Camera/6500 mAh/Build-in Pen (Purple)",https://m.media-amazon.com/images/I/61FBOs18a4L._AC_UL320_.jpg,2.1 out of 5 stars,000,30,/Unlocked-Phones-Android-Display-Camera/dp/B0CRDYSCGG/ref=sr_1_4470?dib=eyJ2IjoiMSJ9.dKVzlSS7gYHu0kbBFc_eDo2UhZl34bueAJyskTLDrzLsk3C9R_t36i0rWkGJz6ihm9haCFcPlwaSNURqw87ptbYOBc-PpGIoOcjlfI3RuZQFMVit_aUHTlI-ZyhTOYqG_p40bCQSBWOTlg-qnVTws7r1Ya6fAj98mPq9CKFF5n0KZpQdmHcR4DQAGSmQIWvz1MXXMAWiGjexwYtoKaOg2kxbfx_NG4YVqWBWlsgfc0aBJ5z4-APryqyuHcYyUGLkYF7Y_ztlm94OUajRrVMldX-raXQ71VC42KZrYqEsx5s.UyYGGPlxXmB5-B1MJ64GEgV7b4jQ6sunXm7V_HuDaGc&dib_tag=se&qid=1725929997&s=wireless&sr=1-4470,,Dexline,Android 13.0,,,256 GB,6.8 Inches,4G,U23 ultra,,"Purple, White"
"Apple iPhone 15 Pro Max, 256GB, White Titanium - T-Mobile (Renewed Premium)",https://m.media-amazon.com/images/I/31Solq9-fsL._AC_UL320_.jpg,,"1,074.97",,/Apple-iPhone-256GB-White-Titanium/dp/B0CRJGXGYH/ref=sr_1_4468?dib=eyJ2IjoiMSJ9.M11S3Jfprl56Ygu2vnAlRGYGcR-5FYZaJY1osbzAXNSmwVnwQSjSGSbvkWbmpsokTGUsU14Stv8p3bnxFeDjA2EGUzK9UTO-qmSJO9LMVQ6npNPy5ZPS3kCgzSRvFONjnbucYKnGd42scHjb8kYQ_Kg6eUZ7-FoMXEVwr93r9pHF41dacdmUtkwaaUJqqGstci4ZLsvKU2cT9efl1UlObT1LV2_gCIUL4tPf2WX9Y2W9SPFdiPp5ePlFn9Vfk7GKILigg-RJ41oyTgv0Qeo4SHN_OAtNLiJlm6R63fkPcms.HgjJ__qhJAxnADPmQlh5qbvECyvPj5VCSGQzPmc1Csk&dib_tag=se&qid=1725930462&s=wireless&sr=1-4468,,Apple,iOS,,,256 GB,6.7 Inches,5G,iPhone 15 Pro Max,,
"Unlocked Smart Phones Cell Phone Android Phones 8GB+256GB/6.8"" Display/50MP+24MP Camera/6500 mAh/Build-in Pen (Purple)",https://m.media-amazon.com/images/I/61FBOs18a4L._AC_UL320_.jpg,2.1 out of 5 stars,000,30,/Unlocked-Phones-Android-Display-Camera/dp/B0CRDYSCGG/ref=sr_1_4469?dib=eyJ2IjoiMSJ9.M11S3Jfprl56Ygu2vnAlRGYGcR-5FYZaJY1osbzAXNSmwVnwQSjSGSbvkWbmpsokTGUsU14Stv8p3bnxFeDjA2EGUzK9UTO-qmSJO9LMVQ6npNPy5ZPS3kCgzSRvFONjnbucYKnGd42scHjb8kYQ_Kg6eUZ7-FoMXEVwr93r9pHF41dacdmUtkwaaUJqqGstci4ZLsvKU2cT9efl1UlObT1LV2_gCIUL4tPf2WX9Y2W9SPFdiPp5ePlFn9Vfk7GKILigg-RJ41oyTgv0Qeo4SHN_OAtNLiJlm6R63fkPcms.HgjJ__qhJAxnADPmQlh5qbvECyvPj5VCSGQzPmc1Csk&dib_tag=se&qid=1725930462&s=wireless&sr=1-4469,,Dexline,Android 13.0,,,256 GB,6.8 Inches,4G,U23 ultra,,"Purple, White"
"SAMSUNG Galaxy S23 Ultra Cell Phone, Factory Unlocked Android Smartphone, 1TB Storage, 200MP Camera, Night Mode, Long Battery Life, S Pen, US Version, 2023 (Lime)",https://m.media-amazon.com/images/I/51eImD05tmL._AC_UL320_.jpg,,000,,/SAMSUNG-Factory-Unlocked-Android-Smartphone/dp/B0CDLXJV7S/ref=sr_1_4470?dib=eyJ2IjoiMSJ9.M11S3Jfprl56Ygu2vnAlRGYGcR-5FYZaJY1osbzAXNSmwVnwQSjSGSbvkWbmpsokTGUsU14Stv8p3bnxFeDjA2EGUzK9UTO-qmSJO9LMVQ6npNPy5ZPS3kCgzSRvFONjnbucYKnGd42scHjb8kYQ_Kg6eUZ7-FoMXEVwr93r9pHF41dacdmUtkwaaUJqqGstci4ZLsvKU2cT9efl1UlObT1LV2_gCIUL4tPf2WX9Y2W9SPFdiPp5ePlFn9Vfk7GKILigg-RJ41oyTgv0Qeo4SHN_OAtNLiJlm6R63fkPcms.HgjJ__qhJAxnADPmQlh5qbvECyvPj5VCSGQzPmc1Csk&dib_tag=se&qid=1725930462&s=wireless&sr=1-4470,,SAMSUNG,Android 13.0,12 Gigabytes Per Second,,1000 GB,6.8 Inches,5G,Galaxy S23 Ultra,,
UMX u693cl Smartphone,https://m.media-amazon.com/images/I/61Lu7bbufmL._AC_UL320_.jpg,2.9 out of 5 stars,000,2,/Generic-U693CL-UMX-u693cl-Smartphone/dp/B0CDJ61S4M/ref=sr_1_4471?dib=eyJ2IjoiMSJ9.M11S3Jfprl56Ygu2vnAlRGYGcR-5FYZaJY1osbzAXNSmwVnwQSjSGSbvkWbmpsokTGUsU14Stv8p3bnxFeDjA2EGUzK9UTO-qmSJO9LMVQ6npNPy5ZPS3kCgzSRvFONjnbucYKnGd42scHjb8kYQ_Kg6eUZ7-FoMXEVwr93r9pHF41dacdmUtkwaaUJqqGstci4ZLsvKU2cT9efl1UlObT1LV2_gCIUL4tPf2WX9Y2W9SPFdiPp5ePlFn9Vfk7GKILigg-RJ41oyTgv0Qeo4SHN_OAtNLiJlm6R63fkPcms.HgjJ__qhJAxnADPmQlh5qbvECyvPj5VCSGQzPmc1Csk&dib_tag=se&qid=1725930462&s=wireless&sr=1-4471,,Generic,,,,16 GB,,2G,UMX,,
"BM70 Mini Smartphone, 2G Unlocked Cell Phone with 0.66 Inch Screen Supports Dual Sim Card Dual Standby Up to 32G (Black)",https://m.media-amazon.com/images/I/61TyLkmtHWL._AC_UL320_.jpg,,18.43,,/Smartphone-Unlocked-Screen-Supports-Standby/dp/B0C7VBTMJ8/ref=sr_1_4472?dib=eyJ2IjoiMSJ9.M11S3Jfprl56Ygu2vnAlRGYGcR-5FYZaJY1osbzAXNSmwVnwQSjSGSbvkWbmpsokTGUsU14Stv8p3bnxFeDjA2EGUzK9UTO-qmSJO9LMVQ6npNPy5ZPS3kCgzSRvFONjnbucYKnGd42scHjb8kYQ_Kg6eUZ7-FoMXEVwr93r9pHF41dacdmUtkwaaUJqqGstci4ZLsvKU2cT9efl1UlObT1LV2_gCIUL4tPf2WX9Y2W9SPFdiPp5ePlFn9Vfk7GKILigg-RJ41oyTgv0Qeo4SHN_OAtNLiJlm6R63fkPcms.HgjJ__qhJAxnADPmQlh5qbvECyvPj5VCSGQzPmc1Csk&dib_tag=se&qid=1725930462&s=wireless&sr=1-4472,,Zopsc,,,,,,,Zopscg03a9xt4bh-11,,"A, B, C, D, E, F, G, H"
"Unlocked Cell Phone, 6.3 Inch Water Drop Screen, 4GB 64GB ROM Android 12 Smartphone, 5G Dual SIM Mobile Phone, 8MP 16MP Camera, Face ID, 6800mAh (US)",https://m.media-amazon.com/images/I/71AuBUrIjXL._AC_UL320_.jpg,1.0 out of 5 stars,87.47,2,/Yoidesu-Unlocked-Android-Smartphone-6800mAh/dp/B0BJ1TJ282/ref=sr_1_4473?dib=eyJ2IjoiMSJ9.M11S3Jfprl56Ygu2vnAlRGYGcR-5FYZaJY1osbzAXNSmwVnwQSjSGSbvkWbmpsokTGUsU14Stv8p3bnxFeDjA2EGUzK9UTO-qmSJO9LMVQ6npNPy5ZPS3kCgzSRvFONjnbucYKnGd42scHjb8kYQ_Kg6eUZ7-FoMXEVwr93r9pHF41dacdmUtkwaaUJqqGstci4ZLsvKU2cT9efl1UlObT1LV2_gCIUL4tPf2WX9Y2W9SPFdiPp5ePlFn9Vfk7GKILigg-RJ41oyTgv0Qeo4SHN_OAtNLiJlm6R63fkPcms.HgjJ__qhJAxnADPmQlh5qbvECyvPj5VCSGQzPmc1Csk&dib_tag=se&qid=1725930462&s=wireless&sr=1-4473,$91.84,Yoidesu,android,4 GB,,64 GB,6.3 Inches,5G,1,,
"PUSOKEI 2G Unlocked Classic Flip Phone for Seniors, 2.8in HD Screen Clamshell Mobile Phone Dual SIM Flip Cell Phone 5900mAh Long Standby Loud Rugged Vintage Flip Phone with Flashlight, Radio(Gold)",https://m.media-amazon.com/images/I/61XEWkPX9lL._AC_UL320_.jpg,3.0 out of 5 stars,46.39,11,/PUSOKEI-Unlocked-Classic-Clamshell-Flashlight/dp/B0BG1G8R66/ref=sr_1_4474?dib=eyJ2IjoiMSJ9.M11S3Jfprl56Ygu2vnAlRGYGcR-5FYZaJY1osbzAXNSmwVnwQSjSGSbvkWbmpsokTGUsU14Stv8p3bnxFeDjA2EGUzK9UTO-qmSJO9LMVQ6npNPy5ZPS3kCgzSRvFONjnbucYKnGd42scHjb8kYQ_Kg6eUZ7-FoMXEVwr93r9pHF41dacdmUtkwaaUJqqGstci4ZLsvKU2cT9efl1UlObT1LV2_gCIUL4tPf2WX9Y2W9SPFdiPp5ePlFn9Vfk7GKILigg-RJ41oyTgv0Qeo4SHN_OAtNLiJlm6R63fkPcms.HgjJ__qhJAxnADPmQlh5qbvECyvPj5VCSGQzPmc1Csk&dib_tag=se&qid=1725930462&s=wireless&sr=1-4474,,PUSOKEI,,,,32 MB,2.8 Inches,2G,2G,,Gold
Samsung Galaxy S22 Ultra - 128GB - Phantom Black,https://m.media-amazon.com/images/I/91vMmeF057L._AC_UL320_.jpg,1.0 out of 5 stars,000,1,/Samsung-Galaxy-S22-Ultra-Phantom/dp/B09TVN23FN/ref=sr_1_4475?dib=eyJ2IjoiMSJ9.M11S3Jfprl56Ygu2vnAlRGYGcR-5FYZaJY1osbzAXNSmwVnwQSjSGSbvkWbmpsokTGUsU14Stv8p3bnxFeDjA2EGUzK9UTO-qmSJO9LMVQ6npNPy5ZPS3kCgzSRvFONjnbucYKnGd42scHjb8kYQ_Kg6eUZ7-FoMXEVwr93r9pHF41dacdmUtkwaaUJqqGstci4ZLsvKU2cT9efl1UlObT1LV2_gCIUL4tPf2WX9Y2W9SPFdiPp5ePlFn9Vfk7GKILigg-RJ41oyTgv0Qeo4SHN_OAtNLiJlm6R63fkPcms.HgjJ__qhJAxnADPmQlh5qbvECyvPj5VCSGQzPmc1Csk&dib_tag=se&qid=1725930462&s=wireless&sr=1-4475,,SAMSUNG,Android 12.0,8 GB,0.03 Hz,8 GB,6.8 Inches,"5G, 4G",,1.2GHz Cortex A8 Processor,
"Apple iPhone 13 Pro Max, 256GB, Sierra Blue - GSM Carriers (Renewed)",https://m.media-amazon.com/images/I/61afOyd+zEL._AC_UL320_.jpg,3.0 out of 5 stars,665.50,1,/Apple-iPhone-256GB-Sierra-Blue/dp/B09LPDTBGM/ref=sr_1_4476?dib=eyJ2IjoiMSJ9.M11S3Jfprl56Ygu2vnAlRGYGcR-5FYZaJY1osbzAXNSmwVnwQSjSGSbvkWbmpsokTGUsU14Stv8p3bnxFeDjA2EGUzK9UTO-qmSJO9LMVQ6npNPy5ZPS3kCgzSRvFONjnbucYKnGd42scHjb8kYQ_Kg6eUZ7-FoMXEVwr93r9pHF41dacdmUtkwaaUJqqGstci4ZLsvKU2cT9efl1UlObT1LV2_gCIUL4tPf2WX9Y2W9SPFdiPp5ePlFn9Vfk7GKILigg-RJ41oyTgv0Qeo4SHN_OAtNLiJlm6R63fkPcms.HgjJ__qhJAxnADPmQlh5qbvECyvPj5VCSGQzPmc1Csk&dib_tag=se&qid=1725930462&s=wireless&sr=1-4476,,Apple,iOS,,,256 GB,6.7 Inches,GSM,iPhone 13 Pro Max,,
Xiaomi Mi 11 Lite | 128GB 8GB RAM | Factory Unlocked (GSM ONLY | Not Compatible with Verizon/Sprint) | International Model (Boba Black),https://m.media-amazon.com/images/I/51syvCSKr+S._AC_UL320_.jpg,4.1 out of 5 stars,299.99,34,/Xiaomi-Factory-Unlocked-Compatible-International/dp/B094W8Y46N/ref=sr_1_4477?dib=eyJ2IjoiMSJ9.M11S3Jfprl56Ygu2vnAlRGYGcR-5FYZaJY1osbzAXNSmwVnwQSjSGSbvkWbmpsokTGUsU14Stv8p3bnxFeDjA2EGUzK9UTO-qmSJO9LMVQ6npNPy5ZPS3kCgzSRvFONjnbucYKnGd42scHjb8kYQ_Kg6eUZ7-FoMXEVwr93r9pHF41dacdmUtkwaaUJqqGstci4ZLsvKU2cT9efl1UlObT1LV2_gCIUL4tPf2WX9Y2W9SPFdiPp5ePlFn9Vfk7GKILigg-RJ41oyTgv0Qeo4SHN_OAtNLiJlm6R63fkPcms.HgjJ__qhJAxnADPmQlh5qbvECyvPj5VCSGQzPmc1Csk&dib_tag=se&qid=1725930462&s=wireless&sr=1-4477,,Xiaomi,Android 13.0,8 GB,,128 GB,6.55 Inches,"GSM, WCDMA, LTE",Mi 11 Lite,Others,
Verizon Prepaid Motorola Moto G6 Play MOTXT19226PP with 16GB Memory 5.7 IPS TouchScreen Fingerprint Android 8.0 Oreo OS Prepaid Cell Phone - Carrier Locked to Verizon Prepaid,https://m.media-amazon.com/images/I/71ApeXNO8AL._AC_UL320_.jpg,4.0 out of 5 stars,135.99,145,/Verizon-Prepaid-screen-fingerprint-Android/dp/B07DXJR9T5/ref=sr_1_4478?dib=eyJ2IjoiMSJ9.M11S3Jfprl56Ygu2vnAlRGYGcR-5FYZaJY1osbzAXNSmwVnwQSjSGSbvkWbmpsokTGUsU14Stv8p3bnxFeDjA2EGUzK9UTO-qmSJO9LMVQ6npNPy5ZPS3kCgzSRvFONjnbucYKnGd42scHjb8kYQ_Kg6eUZ7-FoMXEVwr93r9pHF41dacdmUtkwaaUJqqGstci4ZLsvKU2cT9efl1UlObT1LV2_gCIUL4tPf2WX9Y2W9SPFdiPp5ePlFn9Vfk7GKILigg-RJ41oyTgv0Qeo4SHN_OAtNLiJlm6R63fkPcms.HgjJ__qhJAxnADPmQlh5qbvECyvPj5VCSGQzPmc1Csk&dib_tag=se&qid=1725930462&s=wireless&sr=1-4478,,Motorola,Android 8.0,3 GB,1.4 GHz,16 GB,5.7 Inches,LTE,Moto G6 Play,,
Samsung J327V Eclipse Verizon (Black),https://m.media-amazon.com/images/I/611cgTP0jtL._AC_UL320_.jpg,3.6 out of 5 stars,000,69,/Samsung-J327V-Eclipse-Verizon-black/dp/B07455VT9F/ref=sr_1_4479?dib=eyJ2IjoiMSJ9.M11S3Jfprl56Ygu2vnAlRGYGcR-5FYZaJY1osbzAXNSmwVnwQSjSGSbvkWbmpsokTGUsU14Stv8p3bnxFeDjA2EGUzK9UTO-qmSJO9LMVQ6npNPy5ZPS3kCgzSRvFONjnbucYKnGd42scHjb8kYQ_Kg6eUZ7-FoMXEVwr93r9pHF41dacdmUtkwaaUJqqGstci4ZLsvKU2cT9efl1UlObT1LV2_gCIUL4tPf2WX9Y2W9SPFdiPp5ePlFn9Vfk7GKILigg-RJ41oyTgv0Qeo4SHN_OAtNLiJlm6R63fkPcms.HgjJ__qhJAxnADPmQlh5qbvECyvPj5VCSGQzPmc1Csk&dib_tag=se&qid=1725930462&s=wireless&sr=1-4479,,SAMSUNG,,,,16 GB,5 Inches,,Galaxy J3 Eclipse,,
